chain,project,symbol,tvlUsd,apyBase,apyReward,apy,apyPct7D,mu,sigma,count,predictedClass,predictedProbability,pool
Polygon,uniswap-v3,METAL-USDT,10047,0.0,,0.0,,0.0,0.0,8,,,1a841545-604d-463c-99ae-a76e262fa418
Polygon,uniswap-v3,LINK-RNDR,10047,0.0,,0.0,,0.0,0.0,3,,,53a4decd-76b1-4cc6-9526-88e91c40dcb2
Ethereum,frax,FPI-FRAX,95294373,0.0,,0.0,0.0,0.19707,0.02731,828,,,a61791ea-2886-4428-991c-7181d26a6062
Ethereum,compound-v3,WBTC,96128432,,,0.0,0.0,0.0,0.0,56,,,0827aa12-5831-47f0-b5ba-549294a2032b
Sui,cetus-amm,DEEP-SUI,10047,0.0,0.0,0.0,0.0,0.0,0.0,13,,,257ff284-cd7e-4409-9adc-5052c7ff6552
Ethereum,morpho-blue,SUSDE,96322594,,,0.0,0.0,9.97915,0.40444,242,,,c0921c0f-51aa-45b8-87e3-5eec59a6972b
Ethereum,uniswap-v3,HKDM-USDM,98929853,0.0,,0.0,0.0,0.0,0.0,187,,,e3dc3d1e-d095-4372-bcd9-6dc187c7b4bf
Sui,cetus-amm,VAPOR-SUI,100481106,0.0,0.0,0.0,0.0,0.0,0.0,236,,,d41e9750-3ba4-460c-8cec-ef7d446977a4
Ethereum,sushiswap,NAUT-WETH,10043,0.0,0.0,0.0,,0.52346,0.1493,329,,,61586009-3ef2-4ef1-a552-5d86372c6385
Avalanche,joe-dex,WOJAK-WAVAX,10043,0.0,,0.0,,9.07603,2.70133,57,,,635019c9-facf-4f3f-b126-9654ee763c1c
Ethereum,spark,CBBTC,107455142,0.0,,0.0,0.0,0.00919,0.00087,58,,,00d1e1f8-b3c8-4350-a247-5da693d2d4dd
Polygon,uniswap-v3,STG-USDT,10039,0.0,,0.0,,0.0,0.0,16,,,5bf1bee3-87d9-4f95-89b9-e027c3f113f1
Ethereum,compound-v3,WSTETH,108015039,,,0.0,0.0,0.0,0.0,56,,,007d03bd-4987-4b3b-b7d2-2f3af42fa4b4
Ethereum,balancer-v2,OHM-DAI-WETH,10038,0.0,,0.0,,5.06314,0.86645,303,,,8c8e108a-ca94-4f50-a590-b7904e365cbd
Arbitrum,uniswap-v3,AIDOGE-WETH,10061,0.0,,0.0,,12.81071,3.2933,98,,,c19c1c6e-ce9c-462e-b00f-ae88352a9860
Polygon,quickswap-dex,WMATIC-BIGD,10062,0.0,,0.0,,1.95253,0.45216,117,,,0a69465d-513f-450c-aca5-0f3a17a52ccb
Ethereum,morpho-blue,USD0++,68024978,,,0.0,0.0,7.94674,0.30137,123,,,cd92f25e-db4e-45a2-815c-6a74da471b21
Ethereum,makerdao,WBTC,44588660,,,0.0,0.0,0.0,0.0,759,,,0b65cb9f-2c63-40d5-9344-2a867fbfc41a
Polygon,quickswap-dex,REVV-QUICK,10093,0.0,,0.0,,4.4884,0.3305,909,,,5ebd0bca-24a9-48bc-a255-23068c33e825
Sui,cetus-amm,GRO-CETUS,42130746,0.0,0.0,0.0,0.0,0.0,0.0,137,,,e743b21a-061d-4f38-92f5-ef000724667b
Avalanche,joe-dex,KRBY-WAVAX,10090,0.0,,0.0,,4.91551,1.11543,75,,,172183ca-7ea5-4c77-b3bd-12b7c30677ba
Avalanche,joe-dex,NEO-WAVAX,10090,0.0,,0.0,,9.97195,1.57954,56,,,b3af585b-ac60-4eac-8206-516a75ba5ef3
Sui,cetus-amm,BRATT-SUI,10090,0.0,0.0,0.0,0.0,0.0,0.0,5,,,c918512b-57b9-4569-98d6-a1d71541b73e
Ethereum,morpho-blue,PT-USD0++-27MAR2025,42447874,,,0.0,0.0,1.31733,0.14844,31,,,c230b4a3-341b-4ba6-90d8-b28e87085e63
Mixin,pando-leaf,BTC,42730095,,,0.0,0.0,0.0,0.0,726,,,717e962a-6251-446f-8581-005f8e85ce03
Arbitrum,gains-network,GNS,42776786,0.0,,0.0,0.0,13.47318,0.41575,184,,,daf1512e-5d07-4f91-8b46-9967e006f7ac
Sui,cetus-amm,VAPOR-SUI,43379020,0.0,0.0,0.0,0.0,1e-05,0.0,97,,,2fc5e366-1941-4639-a349-92f36f1bf003
Gnosis,balancer-v2,BCSPX-SDAI,10084,0.0,,0.0,,0.00425,0.00086,15,,,e5dbbf55-7502-41d5-927c-9ae84519d24f
Ethereum,nodedao,ETH,43901281,0.0,,0.0,0.0,2.51139,0.60775,482,,,22e390ef-5f59-4194-b1d5-e1daf818b7f8
Polygon,quickswap-dex,WMATIC-NKT,10083,0.0,,0.0,,0.12945,0.03643,393,,,77596a9c-5204-41bc-bd19-456780cba353
Polygon,tangible-rwa,USDR,44236731,0.0,0.0,0.0,0.0,2.1922,0.29042,475,,,d63bb7be-932a-4e8b-b8da-29532366297d
Ethereum,aave-v3,SUSDE,45044788,0.0,,0.0,0.0,0.0,0.0,10,,,d25b5f1e-3368-4c79-a876-479834b15195
Kava,kava-mint,WBTC,60718450,,,0.0,0.0,0.0,0.0,753,,,9f035eb1-ec9d-4324-8a9a-333ef47eeeee
Scroll,rho-markets,YLSTETH,46271978,0.0,,0.0,0.0,0.0,0.0,48,,,3334cafe-4a30-4a33-90a7-1b292a289e72
Sui,cetus-amm,RIPETH-SUI,10079,0.0,0.0,0.0,0.0,0.0,0.0,9,,,5b59febf-d114-4cf2-90d0-641540523762
Ethereum,crvusd,WETH,46929133,0.0,,0.0,0.0,0.0,0.0,350,,,fd9e9a70-84fe-43fc-a76b-d3efcd0ead10
Ethereum,crvusd,WBTC,47751253,0.0,,0.0,0.0,0.0,0.0,350,,,504d25f6-9720-4bc3-bac3-3d4cb2e528c3
Ethereum,abracadabra-spell,FTM,10076,,,0.0,,0.0,0.0,7,,,7aa54598-c7d3-4163-9170-6d1a5e3d79fe
Ethereum,bella-protocol,HBTC,10075,0.0,0.0,0.0,,64.05189,2.28197,640,,,c7f3510d-eb73-4dff-99d5-bae4aad22b79
Persistence,persistence-dex,DYDX-STKDYDX,10071,0.0,0.0,0.0,,26.22482,1.63069,203,,,7813d6a4-5996-43b5-a2a2-2b9ca49f05dd
Polygon,uniswap-v3,WMATIC-AMADI,10070,0.0,,0.0,,0.0,0.0,4,,,bc12a037-d390-4cfa-8470-a8498d183acf
Sui,navi-lending,STBTC,50798530,0.0,0.0,0.0,,0.0,0.0,6,,,88350907-5005-4783-9003-a6d8c8ed4699
Ethereum,morpho-blue,SUSDE,57026124,,,0.0,0.0,10.32936,0.43907,244,,,51de19bd-d2a6-420e-9bbd-350c967b23d0
Neutron,astroport,FAC...NFA-NTRN,10065,0.0,0.0,0.0,,0.40061,0.07279,67,,,46b24c46-b1b0-44a7-859a-7f207d719b20
Ethereum,compound-v3,COMP,58356917,,,0.0,0.0,0.0,0.0,779,,,efb25a57-ec51-4f74-9b2c-a1206bd69a93
Fantom,comb-financial,COMB-FTM,10065,0.0,0.0,0.0,,58.00658,0.98354,314,,,601dd7b9-a49b-4347-8192-9421bd172e60
Ethereum,compound-v3,WSTETH,110188240,,,0.0,0.0,0.0,0.0,121,,,c47eea82-1e3d-4b66-8777-278b8db1dd77
Sui,cetus-amm,GRO-SUI,118489350,0.0,0.0,0.0,0.0,0.0,0.0,135,,,091d0a85-32a7-4701-8ab0-33465a987735
Ethereum,morpho-blue,USDE,41556684,,,0.0,0.0,10.81952,0.47443,242,,,45ef8c9e-bab3-44ae-bcf1-3c38044e0399
Sui,cetus-amm,SUIBLUEDOG-SUI,10037,0.0,0.0,0.0,0.0,24.35673,2.79983,6,,,09a588a4-5d44-4540-96b2-727d3928d902
Arbitrum,balancer-v2,RDNT-WETH-PLSRDNT,10015,0.0,0.0,0.0,,51.10606,2.29546,225,,,fcd17ca8-6568-4745-b52d-4f8fc4cd6058
Ethereum,sushiswap,EVENT-WETH,10015,0.0,0.0,0.0,,4.62337,0.42846,27,,,604ef98c-6b77-45f2-a3b1-188b13897879
Solana,orca,SOL-MONAD,278124233,0.0,,0.0,,2.76014,0.19564,4,,,913de442-5116-4afc-bb84-76d04ec590ca
Ethereum,compound-v3,WETH,278779938,,,0.0,0.0,0.0,0.0,779,,,072f6554-daa7-4708-80ba-371b896a89db
Ethereum,makerdao,WSTETH,284144094,,,0.0,0.0,0.0,0.0,759,,,51eb4b5c-6d62-42fe-99d6-92ba6eecd2d5
Ethereum,morpho-blue,PT-SUSDE-26DEC2024,288125020,,,0.0,0.0,3.82759,0.27135,37,,,9be76d1d-734c-435d-bcbf-f0d2704e84d0
Arbitrum,uniswap-v3,BOB-USDC.E,10009,0.0,,0.0,0.0,0.04788,0.00952,563,,,c5a58d34-1842-4a90-a4fa-7f91f458016f
BSC,mdex,USDT-DOT,10009,0.0,0.0,0.0,,1.46044,0.06023,700,,,7468891f-7c31-4c39-843f-f3bbf7b7ce2a
Sui,cetus-amm,OHM-SUI,10009,0.0,0.0,0.0,0.0,3.29658,0.41595,6,,,f489547c-d498-4757-ad8b-dbef7c6f486b
Ethereum,uniswap-v3,USDC-ENS,10008,0.0,,0.0,,3.7052,0.88454,831,,,db8671ad-bb4b-4015-83bd-577c63acfa58
BSC,solv-funds,BTCB,382499448,0.0,0.0,0.0,0.0,0.0,0.0,222,,,7fcd66fb-349f-4923-898a-4a303809cc42
Ethereum,liquity,WETH,454919236,,,0.0,0.0,0.0,0.0,760,,,ddd25534-e3d5-4e4e-9b99-d3102323ac61
Ethereum,aave-v3,EZETH,592170874,0.0,,0.0,0.0,0.0,0.0,20,,,974c8391-3686-4fc9-8477-9df4b618b594
Ethereum,compound-v3,WBTC,643105425,,,0.0,0.0,0.0,0.0,779,,,c1ca08e4-d618-415e-ad63-fcec58705469
Ethereum,makerdao,WSTETH,706902247,,,0.0,0.0,0.0,0.0,759,,,ccc467d1-bdf5-4062-81cd-7aed7dd9050b
Avalanche,joe-dex,CENA-WAVAX,10006,0.0,,0.0,,0.08226,0.01786,35,,,ca0f6385-fe0e-4484-b84f-1d651b2ffa30
Sui,cetus-amm,XEC-SUI,810631126,0.0,0.0,0.0,0.0,0.0,0.0,10,,,4c2cd8e8-89d2-443f-b17f-157369d49295
Sui,cetus-amm,SUPERNANA-SUI,10006,0.0,0.0,0.0,0.0,5.74679,1.46518,25,,,86eb604d-7d3e-4ff1-b3d5-8d59dbb760fd
Avalanche,joe-dex,WAVAX-OSWAP,10005,0.0,,0.0,,0.42195,0.10507,230,,,1d6bf192-2e17-4b2a-8882-161edcee3ae8
Avalanche,joe-dex,WAVAX-JUSTIN,10005,0.0,,0.0,,5.11951,1.31926,100,,,ac982051-631c-42b0-b718-df3ef79d3798
Sui,cetus-amm,FLX-SUI,1032463739,0.0,0.0,0.0,,0.01001,0.00091,3,,,1fdc2d01-d754-491e-95d2-d286fb36adb9
Ethereum,makerdao,WETH,1369699380,,,0.0,0.0,0.0,0.0,759,,,54600482-cfb9-4dd9-a73b-342cffd4644a
Solana,orca,IODT-USDC,10004,0.0,,0.0,0.0,0.0,0.0,204,,,5c1a3143-a1eb-4923-be79-d5d9ad09fe41
Ethereum,makerdao,WETH,2207610517,,,0.0,0.0,0.0,0.0,759,,,51d2f8d4-1fb5-4f6b-938b-e9cd17ca1ceb
Solana,orca,DFL-USDC,10002,0.0,,0.0,0.0,20.82573,1.87294,234,,,7c10a9a3-bf4f-40fe-bce2-473597db2016
Arbitrum,uniswap-v3,DVDX-USDT,10000,0.0,,0.0,0.0,0.00045,0.00036,261,,,86e67b7b-e8e1-4af3-89f9-3a5d3d4885a8
Polygon,balancer-v2,USDC-DMO,10000,0.0,,0.0,0.0,0.0,0.0,520,,,d2efe354-eb52-4f16-891c-da01c68f6dd1
Linea,lynex-fusion,VAMM-MANA-LINA,4114089074,0.0,0.0,0.0,,0.0,0.0,9,,,b2032dd0-65d4-4d92-bc1b-d28b83acb4bb
Sui,cetus-amm,FLX-SUI,7540765827,0.0,0.0,0.0,,0.0,0.0,2,,,8134c1f3-40c5-4fef-88d7-42a4c67646c0
Polygon,uniswap-v3,USDT-RIV,10015,0.0,,0.0,0.0,0.0,0.0,724,,,9393e818-1c67-4917-a7c5-283b585e4a65
BSC,uniswap-v3,BIN4NCE-WBNB,10015,0.0,,0.0,-0.89108,12.82652,1.78525,229,,,3c49b4b3-58da-487d-a4a3-7dab9b7ed4f0
Ethereum,aave-v3,RSETH,268273940,0.0,,0.0,,0.0,0.0,7,,,d3be212c-f337-40e2-87fc-fb636a3de38f
BSC,lisusd,BNB,172417327,,,0.0,0.0,0.0,0.0,750,,,b4210a91-1140-4c3c-b69f-a20240d1596f
Sui,cetus-amm,SPEANUT-SUI,10037,0.0,0.0,0.0,0.0,0.42604,0.06294,8,,,496b43cb-5d65-42cd-bf0a-b5029e5e490e
Ethereum,pancakeswap-amm-v3,BONK-WETH,10037,0.0,,0.0,0.0,25.67486,1.41214,32,,,df34a45f-06be-4ba4-9f34-766c5be1f625
Sui,cetus-amm,MOVE-SUI,123364886,0.0,0.0,0.0,0.0,2.23347,0.80219,48,,,79dc038f-359b-40bd-96f9-ccbd08394526
Sui,cetus-amm,SUICHAPODOG-SUI,10034,0.0,0.0,0.0,0.0,0.0,0.0,10,,,52040089-be9c-40e8-b289-72f478a1668a
Sui,cetus-amm,MIAUCAT-SUI,10033,0.0,0.0,0.0,0.0,0.0,0.0,5,,,d19f116e-97bf-4852-8789-b9e896ec98c6
Ethereum,aave-v3,SUSDE,144143331,0.0,,0.0,0.0,0.0,0.0,153,,,29932dea-cd71-44c3-95bd-3e1525f4e3dd
Ethereum,solv-funds,FBTC,151082730,0.0,0.0,0.0,0.0,0.0,0.0,138,,,4c874c14-fa8f-4eba-a92c-fc87298976b6
Ethereum,solv-funds,TBTC,151505498,0.0,0.0,0.0,0.0,0.0,0.0,10,,,a90bdece-e318-4475-a9a8-bbd2ab484b74
Solana,orca,SOL-DAOSOL,10029,0.0,,0.0,,0.0,0.0,3,,,7f03c164-b918-440e-a8ab-fb66e59e5397
Ethereum,solv-funds,WBTC,151646963,0.0,0.0,0.0,0.0,0.0,0.0,90,,,bcbcda53-f75e-4b99-9b5b-84a6d2cafb3b
Ethereum,curve-dex,INMETH-METH,10028,0.0,0.0,0.0,,0.01192,0.00309,119,,,b6bd1bb9-28f8-4a2e-8db2-f0bd288ed5dc
Ethereum,solv-funds,CBBTC,151833957,0.0,0.0,0.0,0.0,0.0,0.0,48,,,dcb371f9-7a83-425f-8e59-4be44ccd476d
Ethereum,makerdao,WBTC,170769656,,,0.0,0.0,0.0,0.0,759,,,4dab1166-614a-429a-831f-4af70fd29c7d
Ethereum,aave-v2,STETH,174341476,0.0,,0.0,0.0,0.0,0.0,850,,,0e458a5b-fd99-4667-8706-dd938934cb0c
Ethereum,sushiswap,WETH-BANNER,10016,0.0,0.0,0.0,,6.36111,0.4864,84,,,5f240a53-a4c1-4212-9602-0454a5801913
Sui,cetus-amm,NEIRO-SUI,10025,0.0,0.0,0.0,0.0,0.0,0.0,14,,,53d52c23-8b99-493b-bcc6-de7042b23b2b
Polygon,uniswap-v3,BET-USDT,182211247,0.0,,0.0,0.0,0.0,0.0,170,,,01862226-c3a6-408f-b42c-0dfcca5436dd
Sui,cetus-amm,SCRAT-SUI,182809188,0.0,0.0,0.0,0.0,0.0,0.0,142,,,b045e406-9862-4338-ace3-8a3537e2e564
Arbitrum,gmx-v1,GMX,188672239,0.0,0.0,0.0,0.0,8.29008,0.33107,914,,,4df7d373-6214-4a73-9bd3-ca6e5683d846
Solana,orca,SOL-TAPS,193097756,0.0,,0.0,,0.00358,0.00032,3,,,305970df-54af-4fd7-b3aa-7623ff2f0fa7
Solana,orca,SOL-ARKN,203152723,0.0,,0.0,,0.0,0.0,3,,,d54a93a4-ee69-4603-bf74-d330481824e3
Ethereum,aave-v3,AAVE,218947736,0.0,,0.0,0.0,0.0,0.0,658,,,7ee6c38b-ac42-4388-88dc-389140276cf8
BSC,uniswap-v3,USDC-BOB,10018,0.0,,0.0,0.0,0.04716,0.01593,380,,,ae3f3093-63fc-45fc-a22d-17c7dbae37fd
Ethereum,morpho-blue,PT-SUSDE-27MAR2025,224990649,,,0.0,0.0,5.68012,0.35774,37,,,abced696-4921-4bcc-9e1a-ac5164833e47
Ethereum,spark,WEETH,232627752,0.0,,0.0,0.0,0.0,0.0,164,,,9da8a761-eb0f-4d41-ad05-0ebb2ed82913
Ethereum,sommelier,ENS-WETH-YIELDETH,10017,0.0,,0.0,,0.0,0.0,261,,,841a4bc3-8e76-4eb7-b154-fb799adcd83e
Ethereum,makerdao,WBTC,256478056,,,0.0,0.0,0.0,0.0,759,,,bd335b46-3daf-4507-adb2-6fd4337ea33b
Ethereum,makerdao,WETH,257095265,,,0.0,0.0,0.0,0.0,759,,,44c94cb2-8af3-4b7a-8cb5-0784ddcf3471
Ethereum,uniswap-v3,HEX-WETH,10094,0.0,,0.0,,50.52096,2.89806,674,,,4ea00179-5e66-414a-8fc6-5b6274ecb99a
Ethereum,uniswap-v3,WETH-ATRI,10095,0.0,,0.0,,5.50256,0.60358,213,,,26093fb7-fccb-4521-87ad-f45eecdf5535
Ethereum,morpho-blue,WBTC,14661463,,,0.0,0.0,3.14274,0.14484,201,,,9ddf4d9b-aab8-4ad5-b6c2-af9e1b7fd043
Sui,cetus-amm,SANIN-SUI,10191,0.0,0.0,0.0,0.0,0.0,0.0,15,,,41c643c2-c423-4239-835a-09aee74348c8
Arbitrum,compound-v3,WSTETH,20142623,,,0.0,0.0,0.0,0.0,145,,,03f97f6b-3e17-4ccd-8687-0b3f736441b3
Ethereum,inverse-finance-firm,INV,20213634,0.0,,0.0,0.0,0.0,0.0,522,,,3688c2c6-a905-4501-8f5f-fd0ce1a776d4
Arbitrum,dolomite,GM,20780548,0.0,0.0,0.0,0.0,0.0,0.0,203,,,519b0477-d3be-4c8a-9697-e16ee7321b68
Kava,kava-mint,KAVA,21016111,,,0.0,0.0,0.0,0.0,753,,,f7c2a58d-7f11-42e5-825a-c3bbd08bde9a
Ethereum,reserve-protocol,EUSD,21194248,0.0,0.0,0.0,0.0,0.0,0.0,508,,,381b00d5-b4f8-489c-95cb-40018c72bdd3
Ethereum,sushiswap,HOPE-WETH,10230,0.0,0.0,0.0,,0.0589,0.02632,324,,,65c5ca2e-fa96-44c1-aaa0-82a3d18e4b5c
Base,morpho-blue,CBBTC,21614995,,,0.0,0.0,2.14931,0.11705,76,,,7d33d57d-36dc-414b-9538-22a223250468
Ethereum,compound-v3,WETH,21999766,,,0.0,0.0,0.0,0.0,56,,,94657e4e-5345-48f0-9132-f7a709e2021e
Arbitrum,compound-v3,WETH,22294623,,,0.0,0.0,0.0,0.0,421,,,0e289cf3-fee2-43fc-b387-ae7a20cfaf07
Arbitrum,compound-v3,EZETH,22744163,,,0.0,0.0,0.0,0.0,82,,,420ad40c-2aab-4996-bb65-643d1ead3bfc
Arbitrum,uniswap-v3,4D4B520000000000000000000000000000000000000000000000000000000000-UNI,10221,0.0,,0.0,,0.0,0.0,118,,,8e2197db-0237-47c8-a9bc-30c1005c596c
Neutron,astroport,IBCG.CFT20-ATOM,10220,0.0,0.0,0.0,0.0,0.2689,0.04297,59,,,57d9bde1-8d6e-412b-867e-9f36d429abb7
Gnosis,aave-v3,SDAI,23003345,0.0,,0.0,0.0,0.0,0.0,306,,,32f04d80-25f9-439f-838d-3b15becf2d21
Sui,cetus-amm,MEMESAI-SUI,10219,0.0,0.0,0.0,0.0,0.0,0.0,15,,,03de4dad-d9dc-4a20-a691-5987d68d4390
Sui,cetus-amm,JANET-SUI,10215,0.0,0.0,0.0,0.0,0.0,0.0,18,,,261d39fe-d2d2-4434-8815-378b8ebd4f8e
Ethereum,geth,GETH,23521806,0.0,,0.0,0.0,0.12572,0.03561,666,,,048251b6-20c4-4812-b7b1-faf90077c068
Sui,cetus-amm,LUNA-SUI,10207,0.0,0.0,0.0,0.0,0.0,0.0,15,,,e2696e8e-60f6-481d-9e90-b0c223263fb2
Arbitrum,uniswap-v3,WBGL-WBTC,10204,0.0,,0.0,0.0,0.0,0.0,22,,,72e4aab6-fdc1-4baa-92ed-6463ae8133ea
Polygon,quickswap-dex,USDC-ERP,10204,0.0,,0.0,0.0,0.55459,0.22632,1002,,,612759cc-6afb-489a-ae65-ac35413d3652
Sui,cetus-amm,SHIB-SUI,24327532,0.0,0.0,0.0,0.0,1e-05,0.0,238,,,7ba88d49-ca0b-45f3-9d3f-234b2f347b9f
Ethereum,morpho-blue,WSTETH,24982959,,,0.0,0.0,2.22053,0.05519,229,,,462c6f50-ceab-4235-aa0e-21ee1e345908
Ethereum,morpho-blue,PT-SUSDE-27MAR2025,25023767,,,0.0,0.0,0.20764,0.05092,22,,,9859863a-2752-4253-a6ec-a719e6f2143f
Ethereum,uniswap-v2,XXI-WETH,25370366,0.0,,0.0,0.0,0.0001,9e-05,918,,,30eb8c04-81bd-4576-afe9-68eb383828f7
Sui,cetus-amm,RETARDIA-SUI,10195,0.0,0.0,0.0,0.0,0.0,0.0,15,,,ad6d765f-989b-4ff5-860b-3894cac45a44
Ethereum,morpho-blue,WBTC,26214156,,,0.0,0.0,8.8371,0.46607,282,,,c037a916-a462-4c65-b217-100db0fdc0e0
Solana,kamino-liquidity,SOL-ATLAS,10193,0.0,0.0,0.0,0.0,45.21316,2.12056,194,,,7fdd74c4-a77a-4f62-9cc6-6ceea990cffd
Sui,cetus-amm,PIKAPE-SUI,10192,0.0,0.0,0.0,0.0,0.0,0.0,15,,,8017115f-8fbe-4689-8fe1-56cfdee28e3d
Linea,zerolend,SOLVBTC.M,26317911,0.0,0.0,0.0,,0.02907,0.00103,175,,,63c5ebfd-66e2-40d3-811b-7f9c50e70715
Sui,cetus-amm,PIPEPE-SUI,10191,0.0,0.0,0.0,0.0,0.02256,0.00472,16,,,67539268-3775-4e3a-846c-7dcc529d97c6
Ethereum,sushiswap,MUER-WETH,10259,0.0,0.0,0.0,,0.95109,0.14009,732,,,3249f6f5-14fd-4044-ac47-30c5ef45c0fc
Ethereum,uniswap-v3,WETH-LIX,10259,0.0,,0.0,,0.1231,0.05687,316,,,c5f30d67-fbef-4b9e-95e1-1d3b1cea8d91
Ethereum,badger-dao,CVX-BVECVX,10263,0.0,0.0,0.0,0.0,12.37282,0.78171,976,,,e9c07186-917b-4c97-8522-40dc49d461ac
Sui,cetus-amm,BOI-SUI,10323,0.0,0.0,0.0,0.0,0.0,0.0,15,,,425de813-5d73-46e4-8f32-4a7e34e5606d
Polygon,aave-v3,AAVE,14909714,0.0,,0.0,0.0,0.0,0.0,841,,,de9b0b53-a6fc-4ff3-a9a7-065dfc1f998b
Arbitrum,compound-v3,WBTC,15002417,,,0.0,0.0,0.0,0.0,145,,,a334a33e-4e77-433d-8221-1fa6316eaac1
Sui,cetus-amm,PETX-SUI,15327128,0.0,0.0,0.0,,85.2084,7.21274,5,,,5a7d5a7a-3b24-482d-8c05-2e448734ffaf
Defichain,defichain-dex,XOM-DUSD,10343,0.0,0.0,0.0,0.0,8.77812,0.49754,874,,,e9bfda8f-f416-413f-8d0d-a382859bdfe7
Gnosis,spark,GNO,15442598,0.0,,0.0,0.0,0.0,0.0,295,,,f5d3ea4c-ac83-4d98-a311-d6f955f88cd7
Arbitrum,sushiswap,WETH-ARISE,10341,0.0,0.0,0.0,,0.0,0.0,262,,,a7e5c04b-cdd2-4103-bd00-ad4164f4c669
Solana,kamino-lend,JLP,15831401,0.0,,0.0,0.0,0.0,0.0,374,,,d1be45d6-eafe-4de5-9541-ca3340e8e234
Polygon,quickswap-dex,HDAO-USDT,10331,0.0,,0.0,0.0,1.1114,0.14959,462,,,9ca43fe4-e4a3-4c95-9cfe-9520963be930
Base,uniswap-v3,CHRIS-WETH,10330,0.0,,0.0,,0.0,0.0,1,,,84aa43e9-2ffc-495c-af2a-83a34caf8bd0
Sui,cetus-amm,ONDO-SUI,15860395,0.0,0.0,0.0,0.0,0.00235,0.00115,89,,,b441a5a9-6f83-41ae-b5f6-a10bab45837d
Ethereum,morpho-blue,LBTC,15919202,,,0.0,0.0,0.92818,0.07337,81,,,ea40fba4-491f-4795-862c-1778f5bf2ed6
Polygon,quickswap-dex,WMATIC-GULL,10327,0.0,,0.0,,0.07297,0.0252,817,,,db00a317-b431-402d-b92c-055c17909130
BSC,uniswap-v3,USDT-FDUSD,10325,0.0,,0.0,0.0,0.0,0.0,125,,,dddba3b8-6fb0-44de-b29b-ae5ee61f8150
Ethereum,compound-v3,WEETH,16211906,,,0.0,0.0,0.0,0.0,149,,,ebe53ee0-db95-478e-8476-b8aa420be700
Heco,mdex,HUSD-TRIAS,10264,0.0,0.0,0.0,0.0,1.99046,0.33648,577,,,e3b74f78-0ea7-4aa6-aeca-3047ad2b9e8a
Base,compound-v3,WETH,16234549,,,0.0,0.0,0.0,0.0,246,,,d83facac-3757-4b19-a84c-f3c0850dfe2a
Solana,kamino-liquidity,BSOL-USDC,10317,0.0,0.0,0.0,0.0,5.49584,0.84017,95,,,ed22506a-5b80-4968-9744-420f32487abb
Sui,cetus-amm,CHILLTRUMP-SUI,10316,0.0,0.0,0.0,,0.0,0.0,1,,,391d370b-19f0-48af-befe-5f1bb706d7c0
Avalanche,pangolin,WAVAX-AABLOCK,10315,0.0,,0.0,,1.70359,0.17519,486,,,77f1d742-3194-461d-9c43-75a903fbd0a5
Sui,cetus-amm,BROK-SUI,10314,0.0,0.0,0.0,0.0,0.0,0.0,24,,,03f6a6ce-a793-4fb6-b320-7ec87df1089b
Arbitrum,dolomite,GM,18052167,0.0,0.0,0.0,0.0,0.0,0.0,160,,,88f03137-9910-4a79-a8bb-29c93d631bd5
Polygon,quickswap-dex,LINDA-WETH,10303,0.0,,0.0,,1.16233,0.185,186,,,a8281e4a-f7c1-4168-b2a9-97724ccd6b0f
Ethereum,uniswap-v3,LBTC-CBBTC,18639362,0.0,,0.0,0.0,0.0,0.0,64,,,f3c7e211-c8ca-43d1-a8b4-a39cf64a5950
Base,morpho-blue,WSTETH,19180743,,,0.0,0.0,2.02556,0.09847,112,,,525c6864-6e24-4d23-aa44-62344acdf527
Ethereum,morpho-blue,ETH+,19389652,,,0.0,0.0,0.54717,0.04333,31,,,775d99be-339d-4d3c-84d8-ca85d0977b44
Polygon,aave-v3,STMATIC,19522731,0.0,,0.0,0.0,0.07669,0.01495,803,,,6369a2df-838f-4392-a73b-4c2b2898d537
Ethereum,uniswap-v3,USDM-USDT,19955473,0.0,,0.0,-0.00274,0.00619,0.00096,381,,,eb21dc22-0b56-4dad-90df-331373f26d34
Arbitrum,sushiswap,RAISIN-WETH,10266,0.0,0.0,0.0,,0.0,0.0,113,,,b948fa99-664c-4a87-a9b0-e6f72c256827
Sui,cetus-amm,TEAO-SUI,10191,0.0,0.0,0.0,0.0,0.0,0.0,15,,,6bc4bdf9-083b-4a88-9a68-ac1a5d763598
Sui,cetus-amm,TRUMP47-SUI,10191,0.0,0.0,0.0,0.0,0.0,0.0,15,,,c1abf65b-0cfc-4d08-a47f-905512169467
Ethereum,compound-v3,WSTETH,41074821,,,0.0,0.0,0.0,0.0,668,,,ca969cae-bbcb-4cd7-985e-be4df9815e15
Sui,cetus-amm,SEND-SUI,10191,0.0,0.0,0.0,0.0,0.0,0.0,15,,,5eef715e-fe08-459b-8b8f-0746a2338281
Solana,atrix,SOL-USDC,33645177,,0.0,0.0,0.0,0.98179,0.22059,855,,,de226358-e9f1-4152-968a-b11482b3bd32
Mantle,circuit-protocol,METH-WETH,10140,,,0.0,,7.15752,0.35804,283,,,e9016485-5e47-4bad-af4e-caf73aaca573
Solana,save,JITOSOL,34106614,0.0,0.0,0.0,0.0,0.0,0.0,394,,,f7067019-e44f-4e03-aeb0-b717dfd8d7c7
